T-Pain Featuring Chris Brown,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
Lil Mosey,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
Tim O'Neill,[]
Kendrick Lamar & SZA,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
Darrell Mansfield,"['christian metal', 'deep christian rock']"
Felix Da Housecat,"['acid house', 'alternative dance', 'chicago house', 'electroclash', 'electronica', 'new rave']"
David Guetta Featuring Kid Cudi,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
Kevin Gates Featuring August Alsina,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Gippy Grewal,"['bhangra', 'desi pop', 'punjabi pop']"
J Balvin & Bad Bunny,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
New Boyz Featuring Ray J,"['dance pop', 'pop rap', 'southern hip hop']"
Future,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
Makoto,"['drum and bass', 'drumfunk', 'liquid funk']"
Black Asteroid,['dark techno']
Jennifer Lopez Featuring Iggy Azalea Or Pitbull,"['dance pop', 'pop', 'pop rap', 'urban contemporary']"
Ariana Grande Featuring Zedd,"['dance pop', 'pop']"
Birdman Featuring Lil Wayne,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
Rowland S. Howard,"['experimental', 'experimental rock', 'post-punk', 'punk blues']"
Atif Aslam,"['desi pop', 'filmi', 'modern bollywood']"
Lord Of The Lost,"['dark rock', 'gothic metal', 'industrial metal', 'neue deutsche harte']"
Oliver Heldens,"['dance pop', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']"
Mosh36,"['deep german hip hop', 'german hip hop']"
Mann,[]
LZ7,"['christian dance', 'christian pop']"
Playboi Carti,"['atl hip hop', 'plugg', 'pluggnb', 'rap', 'trap']"
Insanity Alert,"['austrian metal', 'crossover thrash', 'new wave of thrash metal']"
Nicki Minaj Featuring Drake & Lil Wayne,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']"
Maxwell,"['contemporary r&b', 'funk', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'soul', 'urban contemporary']"
Dusk,['funeral doom']
Meek Mill Featuring Rick Ross & JAY-Z,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
DJ Khaled Featuring Nipsey Hussle & John Legend,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Trippie Redd Featuring Juice WRLD & YNW Melly,"['melodic rap', 'rap', 'trap']"
Future Featuring Rihanna,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
Mark Farner,['deep christian rock']
Uncle Kracker,"['country', 'country road', 'pop rock']"
Dayglow,"['austindie', 'indie pop', 'modern rock']"
Big Sean Featuring Chris Brown,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Chase & Status,"['dancefloor dnb', 'drum and bass']"
Carrie Underwood,"['contemporary country', 'country', 'country dawn', 'oklahoma country', 'post-teen pop']"
Taio Cruz Featuring Ludacris,"['dance pop', 'pop', 'pop rap']"
Ludacris Featuring Nicki Minaj,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Nico & Vinz,['pop rap']
Carpathian Forest,"['black metal', 'dark black metal', 'metal', 'norwegian black metal', 'norwegian metal', 'pagan black metal', 'symphonic black metal']"
Behexen,"['atmospheric black metal', 'autonomous black metal', 'black death', 'black metal', 'dark black metal', 'finnish black metal', 'pagan black metal', 'voidgaze']"
Frank White,['german alternative rap']
Brian Tyler,"['orchestral soundtrack', 'scorecore', 'soundtrack', 'video game music']"
Pinkfong,"['cartoon', ""children's music"", 'dong-yo']"
24kGoldn,"['cali rap', 'pop rap']"
6ix9ine Featuring Lil Baby,"['emo rap', 'rap']"
Helene Fischer,"['classic schlager', 'schlager']"
Glitchy & Scratchy,"['glitch', 'glitch hop']"
Rick Ross Featuring Nicki Minaj,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Leon Bridges,['modern blues']
DJ Sanj,"['bhangra', 'desi hip hop', 'desi pop', 'punjabi pop']"
Lil Wayne,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
Jay Z Featuring Justin Timberlake,"['east coast hip hop', 'hip hop', 'rap']"
The Hold Steady,"['alternative country', 'alternative rock', 'heartland rock', 'indie rock', 'roots rock']"
Gehennah,['black thrash']
Khiza,"['bhangra', 'desi hip hop', 'desi pop']"
Rage,"['german metal', 'german power metal', 'melodic metal', 'metal', 'neo classical metal', 'neo-trad metal', 'old school thrash', 'power metal', 'progressive metal', 'speed metal']"
Chief Keef,"['chicago bop', 'chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
The House That Gloria Vanderbilt,['chicago punk']
Mark Farina,"['chicago house', 'deep house', 'electro jazz']"
Meniscus,"['australian post-rock', 'instrumental post-rock', 'post-rock']"
Austin Mahone,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
Arkham Witch,"['lovecraftian metal', 'neo-trad doom metal', 'uk doom metal']"
Post Malone Featuring Young Thug,"['dfw rap', 'melodic rap', 'rap']"
Fifth Harmony,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
Cobra Starship,"['dance pop', 'electropop', 'neon pop punk', 'pop punk', 'post-teen pop']"
Yusuf / Cat Stevens,"['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
Rivstart,['danspunk']
Alex Clare,['modern alternative rock']
A$AP Rocky Featuring Skepta,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
Yolta,['background music']
B.o.B,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'pop rock', 'rap', 'southern hip hop']"
Desiigner,"['pop rap', 'rap', 'trap', 'viral trap']"
Big Sean & Metro Boomin Featuring 21 Savage,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"DJ Khaled Featuring T-Pain, Ludacris, Snoop Dogg & Rick Ross","['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Khalid & Normani,"['pop', 'pop r&b']"
Power From Hell,"['black speed metal', 'black thrash', 'brazilian black metal']"
Guy Clark,"['alternative country', 'country rock', 'folk', 'folk rock', 'indie folk', 'new americana', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country']"
WILLOW,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
Blake Shelton,"['contemporary country', 'country', 'country road', 'oklahoma country']"
Goat the Head,"['grisly death metal', 'norwegian death metal']"
The PropheC,"['desi hip hop', 'desi pop', 'punjabi pop']"
Young Thug Featuring Gunna & Lil Baby,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Gucci Mane,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Ellie Goulding,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']"
Toxik,"['metal', 'old school thrash', 'speed metal', 'technical thrash', 'thrash metal']"
The Profane,[]
Mass Hysteria,"['french metal', 'french punk', 'french rock', 'neo metal']"
Ana Olgica,"['background music', 'focus']"
Cerebral Fix,"['birmingham metal', 'old school thrash']"
Devourment,"['brutal death metal', 'death metal', 'grindcore', 'slam death metal', 'technical death metal', 'texas metal']"
Big Sean Featuring Lil Wayne & Jhene Aiko,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
C-Murder,"['crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'houston rap', 'new orleans rap', 'southern hip hop']"
Mělník Philharmonic Orchestra,['calming instrumental']
Prince Royce Featuring Snoop Dogg,"['bachata', 'latin', 'latin hip hop']"
Murcof,"['ambient', 'compositional ambient', 'dark jazz', 'drone', 'glitch', 'intelligent dance music', 'mexican experimental', 'microhouse', 'neo-classical', 'tijuana electronic']"
Kirlian Camera,"['dark wave', 'ebm', 'futurepop', 'grave wave', 'italian gothic', 'italian new wave', 'italian post punk', 'neoclassical darkwave']"
Edguy,"['german metal', 'german power metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic metal']"
Bobby Konders,"['acid house', 'hip house']"
Sia,"['australian dance', 'australian pop', 'pop']"
Eminem Featuring Ed Sheeran,"['detroit hip hop', 'hip hop', 'rap']"
Nicky Jam x J Balvin,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']"
Mauro Picotto,"['bubble trance', 'eurodance', 'hard house', 'italian trance', 'trance']"
Rick Ross Featuring Drake & Chrisette Michele,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
DJ ESCO Featuring Future & Lil Uzi Vert,"['atl hip hop', 'rap', 'trap', 'vapor trap']"
Bazzi Featuring Camila Cabello,"['dance pop', 'electropop', 'pop']"
The Chainsmokers Featuring Kelsea Ballerini,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
"French Montana Featuring Post Malone, Cardi B & Rvssian","['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Daniel Caesar Featuring Kali Uchis,"['canadian contemporary r&b', 'pop', 'r&b']"
Weather Factory,"['asmr', 'water']"
Kanye West Featuring Pusha T,"['chicago rap', 'rap']"
Dj Mad Dog,"['gabba', 'happy hardcore', 'hardcore techno', 'uptempo hardcore']"
Kygo X Whitney Houston,"['edm', 'pop', 'pop dance', 'tropical house']"
Flo Rida Featuring Akon,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
John Rutter,"['anglican liturgy', 'british contemporary classical', 'choral']"
Rod Wave & Kevin Gates,['florida rap']
Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
Bryce Vine Featuring YG,"['pop', 'pop rap']"
Gary Clark Jr.,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock', 'rock', 'soul blues', 'texas blues']"
Wisin Featuring Jennifer Lopez & Ricky Martin,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']"
Fergie,"['dance pop', 'pop', 'post-teen pop', 'urban contemporary']"
Camellia,"['denpa-kei', 'rhythm game']"
Sahlene Williams,['atmosphere']
DaBaby,"['north carolina hip hop', 'rap', 'trap']"
Banda Sinaloense MS de Sergio Lizárraga,"['banda', 'musica mexicana', 'norteno']"
New Life Worship,"['anthem worship', 'ccm', 'christian music', 'deep ccm', 'instrumental worship', 'world worship', 'worship']"
Thomas Schumacher,"['german techno', 'minimal techno', 'raw techno', 'tech house', 'techno']"
Logic & Marshmello,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']"
Mon Cote Punk,"['french folk pop', 'french reggae', 'french rock']"
Jeremy Warmsley,['british singer-songwriter']
SwuM,"['chillhop', 'lo-fi beats', 'phonk']"
Kid Ink Featuring DeJ Loaf,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Smaxone,['cyber metal']
Lil Tecca,"['melodic rap', 'pluggnb', 'rap']"
Alessia Cara,
Travis Porter Featuring Tyga,"['atl hip hop', 'dirty south rap', 'futuristic swag', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']"
Thoushaltnot,"['dark cabaret', 'steampunk']"
Romeo Santos Featuring Nicky Jam & Daddy Yankee,"['bachata', 'latin']"
Disgrace,['grim death metal']
Jake Owen,"['contemporary country', 'country', 'country road', 'modern country rock']"
will.i.am Featuring Mick Jagger & Jennifer Lopez,"['dance pop', 'pop', 'pop rap']"
Rihanna Featuring Jay-Z,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']"
Major Lazer Featuring Ellie Goulding & Tarrus Riley,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
Jenni Rivera,"['banda', 'mariachi', 'musica mexicana', 'ranchera']"
DJ Rashad,"['footwork', 'ghettotech', 'uk bass']"
Brian Eno,"['ambient', 'art pop', 'art rock', 'compositional ambient', 'electronica', 'experimental', 'experimental ambient', 'fourth world', 'glam rock', 'minimalism']"
Roscoe Dash Featuring Soulja Boy Tell'em,"['atl hip hop', 'dirty south rap', 'futuristic swag', 'pop rap', 'southern hip hop', 'trap']"
2 Chainz Featuring Pharrell,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Lil Nas X Featuring Billy Ray Cyrus,"['lgbtq+ hip hop', 'pop']"
Lil Baby Featuring Future,"['atl hip hop', 'atl trap', 'rap', 'trap']"
Nicki Minaj Featuring Lil Wayne,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']"
Keri Hilson,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
Nine Eleven,"['french hardcore', 'neo-crust']"
Post Malone Featuring G-Eazy & YG,"['dfw rap', 'melodic rap', 'rap']"
Ron Sexsmith,"['canadian indie', 'canadian singer-songwriter', 'chamber pop', 'melancholia', 'ontario indie', 'singer-songwriter']"
P!nk Featuring Nate Ruess,"['dance pop', 'pop', 'post-teen pop']"
Samples,['glitch hop']
YG,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Mystic Prophecy,"['german metal', 'german power metal', 'melodic metal', 'metal', 'neo classical metal', 'neo-trad metal', 'power metal']"
McCafferty,"['alternative emo', 'modern rock']"
Roger Bäck,['danspunk']
Luis Fonsi & Demi Lovato,"['latin', 'latin pop', 'puerto rican pop']"
Stefanie Bennett,"['deep freestyle', 'freestyle']"
Post Malone,"['dfw rap', 'melodic rap', 'rap']"
Doro,"['german heavy metal', 'german metal', 'hard rock', 'metal', 'power metal']"
Tim McGraw Featuring Faith Hill,"['contemporary country', 'country', 'country road']"
AJJ,"['acoustic punk', 'anti-folk', 'folk punk', 'indie pop']"
Stutterfly,"['canadian post-hardcore', 'screamo']"
Riley Pearce,"['australian singer-songwriter', 'indie anthem-folk', 'indie folk']"
Melvin Taylor,"['blues', 'blues rock', 'electric blues', 'modern blues']"
Giacinto Scelsi,"['avant-garde', 'contemporary classical', 'free improvisation', 'italian contemporary classical', 'xenharmonic']"
Damma Beatz,"['chill beats', 'trap beats']"
Major Lazer Featuring Nyla & Fuse ODG,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
Valance Drakes,"['abstract idm', 'bulgarian experimental']"
Calvin Harris & Sam Smith,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']"
New Years Day,"['candy pop', 'pixie', 'pop emo', 'slayer']"
Kimaera,"['atmospheric doom', 'funeral doom']"
Lil Skies Featuring Yung Pinch,"['melodic rap', 'rap', 'trap']"
Efence,"['chillsynth', 'cyberpunk']"
Nightstop,"['cyberpunk', 'synthwave']"
"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul","['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']"
Hollyridge Strings,"['easy listening', 'exotica', 'lounge']"
Jackal,"['bass trap', 'electronic trap', 'vapor twitch']"
"2 Chainz, Drake & Quavo","['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Inon Zur,"['epicore', 'orchestral soundtrack', 'scorecore', 'soundtrack', 'video game music']"
J. Dash,['pop rap']
Mordkey,['future house']
Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,"['alternative r&b', 'dance pop', 'pop', 'r&b', 'urban contemporary']"
Chris Brown Featuring Nicki Minaj,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
Fabulae Dramatis,['avant-garde metal']
Nolwenn Leroy,"['chanson', 'francoton', 'french pop', 'nouvelle chanson francaise']"
Goatwhore,"['brutal death metal', 'death metal', 'louisiana metal', 'sludge metal']"
Toehider,['australian metal']
Gerardo Ortiz,"['banda', 'corrido', 'musica mexicana', 'norteno', 'nueva musica mexicana', 'sierreno']"
Lingua Nada,"['5th wave emo', 'experimental indie rock', 'german shoegaze', 'leipzig indie']"
Ke$ha Featuring 3OH!3,"['dance pop', 'electropop', 'pop', 'post-teen pop']"
Little Mix,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']"
Tyga & Nicki Minaj,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Lightning Bolt,"['experimental', 'experimental rock', 'noise rock', 'post-hardcore', 'rhode island indie']"
Alec Benjamin + Alessia Cara,"['alt z', 'dream smp', 'electropop', 'pop']"
A Boogie Wit da Hoodie Featuring 6ix9ine,"['melodic rap', 'rap', 'trap']"
Miguel Featuring J. Cole,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
Afrojack Featuring Eva Simons,"['big room', 'dance pop', 'dutch house', 'edm', 'electro house', 'pop dance', 'pop rap', 'progressive house', 'tropical house']"
Sterling Void,"['chicago house', 'classic house', 'hip house']"
Florence + The Machine,"['baroque pop', 'pop', 'uk alternative pop']"
J. Cole Featuring Miguel,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
Slowpop,[]
John Cage,"['american contemporary classical', 'avant-garde', 'classical', 'contemporary classical', 'experimental']"
Alice Coltrane,"['afrofuturism', 'avant-garde jazz', 'experimental', 'fourth world', 'free jazz', 'jazz', 'jazz harp', 'spiritual jazz', 'world']"
GOBLIN KING,"[""death 'n' roll""]"
Offset & Metro Boomin,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Nick Jonas,"['dance pop', 'pop', 'post-teen pop']"
Tame Impala,"['australian psych', 'neo-psychedelic']"
The Wanted,"['boy band', 'dance pop', 'pop', 'pop dance', 'pop rock', 'post-teen pop']"
Dan + Shay & Justin Bieber,"['contemporary country', 'country', 'pop']"
Pavvan,['desi pop']
West Norwood Cassette Library,"['float house', 'future garage']"
Trampa,"['deathstep', 'dubstep', 'electro house', 'electronic trap', 'filthstep', 'gaming dubstep']"
Jason Aldean With Luke Bryan & Eric Church,"['contemporary country', 'country', 'country road']"
The Queers,"['boston rock', 'power-pop punk', 'punk', 'ramonescore', 'skate punk']"
Moneybagg Yo X Megan Thee Stallon,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
Luke Combs,"['contemporary country', 'country', 'country road']"
Blood Region,['finnish heavy metal']
Graveland,"['black metal', 'dark black metal', 'pagan black metal', 'polish black metal', 'polish folk metal', 'raw black metal', 'slavic metal', 'viking black metal']"
Craig Campbell,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']"
Madonna Featuring Nicki Minaj & M.I.A.,"['dance pop', 'pop']"
Dwarves,"['chicago punk', 'hardcore punk', 'power-pop punk', 'punk', ""punk 'n' roll"", 'ska punk', 'skate punk']"
Kygo Featuring Conrad,"['edm', 'pop', 'pop dance', 'tropical house']"
Missy Elliott Featuring Lamb,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']"
dj funk,"['chicago house', 'ghettotech']"
"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne","['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Kungs vs Cookin' On 3 Burners,"['edm', 'pop dance', 'tropical house']"
A Boogie Wit da Hoodie Featuring Kodak Black,"['melodic rap', 'rap', 'trap']"
Enrique Iglesias Featuring Pitbull,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']"
Adam Levine & Javier Colon,['deep talent show']
Bethel Music,"['ambient worship', 'ccm', 'christian music', 'deep ccm', 'world worship', 'worship']"
Swingrowers,"['electro swing', 'nu jazz']"
Stelvio Cipriani,"['classic soundtrack', 'vintage italian soundtrack']"
Liquid Stranger,"['brostep', 'downtempo', 'drill and bass', 'edm', 'electro house', 'electronic trap']"
GONZO,['melbourne indie']
Marc E. Bassy Featuring G-Eazy,"['pop', 'pop rap', 'r&b']"
Wale Featuring Miguel,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
Blueface & Rich The Kid,"['cali rap', 'trap']"
Should,"['dream pop', 'indie dream pop', 'indie shoegaze', 'lo-fi indie', 'nu gaze', 'shoegaze']"
DJ Nate,[]
Charles Lloyd,"['avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'free jazz', 'italian jazz', 'jazz', 'jazz fusion', 'jazz quartet', 'jazz saxophone', 'swedish jazz']"
Miley Cyrus,"['dance pop', 'pop', 'post-teen pop']"
Justin Timberlake Featuring JAY Z,"['dance pop', 'pop']"
David Guetta Featuring Flo Rida & Nicki Minaj,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
ConsciousThoughts,['future funk']
David Guetta Featuring Taio Cruz & Ludacris,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
Left Boy,"['austrian pop', 'pop rap']"
Ace Hood,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Famous Dex Featuring A$AP Rocky,"['chicago rap', 'drill', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']"
Miranda Lambert,"['contemporary country', 'country', 'country dawn', 'country road']"
Angus Black,"['finnish doom metal', 'finnish psychedelic rock']"
Nicki Minaj Featuring Drake,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']"
New Boyz Featuring Iyaz,"['dance pop', 'pop rap', 'southern hip hop']"
Saweetie,"['cali rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'trap queen']"
Major Lazer & DJ Snake Featuring MO,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
Grouper,"['ambient', 'ambient pop', 'art pop', 'dream pop', 'drone', 'electra', 'experimental ambient', 'experimental pop', 'modern dream pop']"
Mary J. Blige,"['dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Elle King,['modern blues rock']
Jessie Ware,"['art pop', 'british soul', 'dance pop', 'electropop', 'neo soul', 'pop', 'pop soul', 'tropical house', 'uk pop']"
The Weeknd & Kendrick Lamar,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Juicy J Featuring Lil Wayne & 2 Chainz,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Sandy Rivera,"['classic house', 'deep house', 'disco house', 'funky house', 'house', 'soulful house', 'tribal house', 'vocal house']"
Jacob Sartorius,"['social media pop', 'teen pop']"
The Books,"['art pop', 'collage pop', 'folktronica', 'indie rock']"
Attila Fias,"['christmas instrumental', 'classify']"
Oppenheimer Analysis,"['grave wave', 'minimal wave']"
Bag Raiders,"['alternative dance', 'australian dance', 'filter house', 'indietronica', 'new rave', 'nu disco']"
Lock Up,"['birmingham metal', 'british grindcore', 'brutal death metal', 'death metal', 'deathgrind', 'goregrind', 'grindcore']"
Nguyên Lê,['french jazz']
Bobby Hutcherson,"['avant-garde jazz', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz vibraphone', 'mallet']"
Fifth Harmony Featuring Ty Dolla $ign,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
Maroon 5 Featuring SZA,"['pop', 'pop rock']"
Flo Rida Featuring Robin Thicke & Verdine White,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
Thom Yorke,"['art pop', 'electronica', 'glitch pop', 'indie rock', 'oxford indie']"
Big & Rich,"['contemporary country', 'country', 'country road', 'modern country rock']"
COOLRUNNINGS,"['indie dream pop', 'shimmer psych']"
Moksi,"['bass house', 'dutch edm', 'edm', 'electro house', 'electronic trap']"
Craig Morgan,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
SadDoLLs,"['greek metal', 'heavy gothic rock']"
Tim McGraw With Catherine Dunn,"['contemporary country', 'country', 'country road']"
Powerslut,['boston indie']
Maribou State,"['electronica', 'future garage', 'indie soul']"
Chris Brown Featuring Aaliyah,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
Paramore,"['candy pop', 'pixie', 'pop emo', 'pop punk']"
Megan Thee Stallion,"['dance pop', 'houston rap', 'pop', 'trap queen']"
21 Savage & Metro Boomin Featuring Future,"['atl hip hop', 'hip hop', 'rap', 'trap']"
"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross","['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
John Legend Featuring Ludacris,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']"
NF,"['hip hop', 'pop rap', 'rap']"
Sepultura,"['alternative metal', 'brazilian groove metal', 'brazilian metal', 'brazilian thrash metal', 'death metal', 'deathrash', 'groove metal', 'hard rock', 'latin metal', 'metal', 'metal mineiro', 'nu metal', 'old school thrash', 'rock', 'thrash metal']"
Breathe Carolina,"['electropowerpop', 'neon pop punk', 'pop emo', 'pop punk', 'screamo', 'trancecore']"
fantompower,"['chillhop', 'lo-fi beats']"
Yo Gotti Featuring Lil Baby,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
Vantage,['future funk']
Gucci Mane Featuring Usher,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"Major Lazer Featuring Bruno Mars, Tyga & Mystic","['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']"
matchbox twenty,"['neo mellow', 'pop rock', 'post-grunge']"
Lupe Fiasco Featuring Ed Sheeran,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']"
Sid Sriram,['filmi']
Battlerage,"['chilean metal', 'neo-trad metal', 'nwothm']"
Lil Baby Featuring Gunna & Lil Uzi Vert,"['atl hip hop', 'atl trap', 'rap', 'trap']"
Kerion,['french metal']
Ed Sheeran & Travis Scott,"['pop', 'uk pop']"
Bill Evans,"['bebop', 'cool jazz', 'jazz', 'jazz piano']"
Future Featuring Travis Scott,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
Dan + Shay,"['contemporary country', 'country', 'pop']"
Ariana Grande Featuring Mac Miller,"['dance pop', 'pop']"
Olly Murs Featuring Flo Rida,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']"
Banda El Recodo,"['banda', 'musica mexicana', 'ranchera']"
Brad Paisley Duet With Carrie Underwood,"['contemporary country', 'country', 'country road']"
MC Kekel,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']"
Movements,"['alternative emo', 'anthem emo', 'dreamo', 'emo', 'midwest emo', 'pop punk', 'socal pop punk']"
