LEISURE,"['auckland indie', 'indie soul', 'vapor soul']"
Knowmadic,"['chillhop', 'lo-fi beats']"
Avicii Featuring Aloe Blacc,"['dance pop', 'edm', 'pop', 'pop dance']"
Lil Baby & Gunna,"['atl hip hop', 'atl trap', 'rap', 'trap']"
The London Suede,"['britpop', 'glam rock']"
Bill Monroe,"['appalachian folk', 'bluegrass', 'bluegrass gospel', 'country gospel', 'old-time', 'progressive bluegrass', 'traditional country', 'traditional folk']"
The Once,"['canadian folk', 'newfoundland indie', 'nl folk']"
A$AP Rocky Featuring Moby,"['east coast hip hop', 'hip hop', 'rap', 'trap']"
Zlatan,"['afropop', 'nigerian pop']"
R. Stevie Moore,"['experimental', 'experimental rock', 'lo-fi', 'outsider', 'tennessee experimental']"
Daughtry,"['alternative metal', 'neo mellow', 'nu metal', 'pop rock', 'post-grunge']"
Martyn,"['classic dubstep', 'float house', 'future garage', 'uk bass', 'wonky']"
The Music Tapes,"['elephant 6', 'experimental pop', 'laboratorio', 'lo-fi']"
Chris Brown Featuring Drake,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
Natalie La Rose Featuring Jeremih,[]
Chris Lorenzo,"['bass house', 'deep groove house', 'electro house', 'house']"
YG Featuring Jeezy & Rich Homie Quan,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Jay Z Kanye West,"['east coast hip hop', 'hip hop', 'rap']"
Grupo Jalado,"['cumbia sonidera', 'tropical']"
Alicia Keys,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
Anti-System,"['anarcho-punk', 'crust punk', 'uk82']"
Gouryella,"['bubble trance', 'dutch trance', 'trance', 'uplifting trance']"
Sachin-Jigar,"['desi pop', 'filmi', 'gujarati pop', 'modern bollywood']"
Becky G + Natti Natasha,"['dance pop', 'latin', 'latin viral pop', 'pop', 'rap latina', 'reggaeton']"
Cheat Codes Featuring Demi Lovato,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house']"
lovelytheband,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']"
Apoptygma Berzerk,"['aggrotech', 'dark wave', 'ebm', 'electro-industrial', 'futurepop', 'industrial metal']"
Joe Pass,"['bebop', 'jazz', 'jazz fusion', 'jazz guitar']"
Harris Cole,"['chillhop', 'lo-fi beats']"
Bane,"['boston hardcore', 'hardcore', 'melodic hardcore', 'pennsylvania hardcore', 'straight edge']"
Mount Kimbie,"['chillwave', 'electra', 'electronica', 'future garage', 'indie soul', 'microhouse', 'uk bass', 'wonky']"
"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz","['dance pop', 'pop', 'pop rap', 'seattle hip hop']"
Endymion,"['gabba', 'happy hardcore', 'hardcore techno', 'rawstyle', 'uptempo hardcore']"
Not Half Bad,"['acoustic punk', 'folk punk']"
Michel LeBond,"['atmosphere', 'background music', 'focus']"
ScHoolboy Q Featuring BJ The Chicago Kid,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
Jamie Foxx Featuring Drake,"['contemporary r&b', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']"
Robert Cray,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'modern blues', 'soul blues', 'traditional blues']"
Migos Featuring Post Malone,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
Mustard & Migos,"['cali rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Selena Gomez Featuring A$AP Rocky,"['dance pop', 'pop', 'post-teen pop']"
Everydayz,['abstract beats']
The Lacs,"['country rap', 'redneck']"
The Modern Age Slavery,"['brutal deathcore', 'deathcore', 'italian death metal']"
"Jay Rock, Kendrick Lamar, Future & James Blake","['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
Emblem3,"['post-teen pop', 'talent show', 'teen pop']"
Brittany Howard,"['black americana', 'modern blues rock', 'neo soul']"
Flake Music,[]
Hey Violet,"['alt z', 'electropop', 'indie poptimism', 'pixie', 'pop', 'post-teen pop', 'social media pop']"
GoldLink Featuring Brent Faiyaz & Shy Glizzy,"['alternative r&b', 'dmv rap', 'hip hop', 'indie soul', 'pop', 'r&b', 'rap', 'underground hip hop']"
Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,"['pop', 'post-teen pop']"
Steel Magnolia,['country dawn']
Bali Bandits,"['dutch edm', 'electro house', 'future house', 'sky room']"
Lantlôs,"['atmospheric black metal', 'blackgaze', 'doomgaze', 'german black metal', 'post-metal']"
Trippie Redd,"['melodic rap', 'rap', 'trap']"
Cameron DeLuca,['atmosphere']
Trio Elf,"['dark jazz', 'modern jazz trio']"
Trippie Redd Featuring Juice WRLD,"['melodic rap', 'rap', 'trap']"
Brownout,"['bboy', 'instrumental funk', 'latin afrobeat']"
Datsik,"['breakbeat', 'brostep', 'canadian electronic', 'edm', 'electro house', 'electronic trap', 'filthstep']"
Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']"
Ahmad Jamal Trio,"['bebop', 'jazz', 'jazz trio', 'stride']"
Pia Mia Featuring Chris Brown & Tyga,"['dance pop', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'social media pop', 'urban contemporary']"
Love Sees No Color,['frankfurt indie']
Havana Brown Featuring Pitbull,"['australian dance', 'australian pop', 'australian talent show']"
DJ Khaled Featuring Kanye West & Rick Ross,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Ozuna & Romeo Santos,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']"
Joe Bonamassa,"['blues rock', 'electric blues', 'modern blues', 'modern blues rock']"
Beyonce Featuring Lady Gaga,"['dance pop', 'pop', 'r&b']"
Leather Chalice,['blackened crust']
Kurt Elling,"['adult standards', 'contemporary vocal jazz', 'jazz', 'vocal jazz']"
Blasfemia,['chilean black metal']
The Moonlandingz,['chamber psych']
Swing Republic,"['electro swing', 'nu jazz']"
Logic,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']"
RŮDE,"['japanese chillhop', 'rochester mn indie']"
Freddie Hubbard,"['bebop', 'big band', 'contemporary jazz', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz trumpet', 'soul jazz']"
Tamar Braxton,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']"
Michalis Koumbios,['bouzouki']
Offset,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
David Rovics,['folk punk']
Van William,"['alternative americana', 'folk-pop']"
Marshmello Featuring Khalid,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
Marshmello & Anne-Marie,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
Underoath,"['christian metal', 'christian metalcore', 'melodic metalcore', 'metalcore', 'pop punk', 'post-hardcore', 'screamo', 'tampa indie']"
Kreator,"['death metal', 'german metal', 'german thrash metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'power metal', 'speed metal', 'thrash metal']"
Harold Burrage,['chicago soul']
"Yella Beezy, Gucci Mane & Quavo","['dfw rap', 'houston rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Loren Allred,"['deep talent show', 'hollywood', 'movie tunes']"
Sons of Freedom,['canadian indie']
"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black","['dance pop', 'pop', 'pop rap', 'r&b', 'rap']"
Casey James,"['idol', 'modern country rock']"
Bad Bunny & Tainy,"['latin', 'reggaeton', 'trap latino']"
Dennis Ferrer,"['classic house', 'deep house', 'disco house', 'house', 'soulful house', 'tribal house', 'uk funky', 'vocal house']"
C Bank feat. Diamond Eyes,"['deep freestyle', 'freestyle']"
Big D and the Kids Table,"['modern ska punk', 'punk', 'ska', 'ska punk']"
Wiz Khalifa Featuring Charlie Puth,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Fit For An Autopsy,"['brutal deathcore', 'deathcore', 'melodic metalcore', 'metalcore']"
BTS Featuring Halsey,"['k-pop', 'k-pop boy group']"
Mayday Parade,"['neon pop punk', 'pop emo', 'pop punk', 'rock']"
Alexandre Navarro,['abstract']
ODESZA,"['chillwave', 'ninja']"
Jay Z Kanye West Featuring Otis Redding,"['east coast hip hop', 'hip hop', 'rap']"
Wayne Shorter,"['contemporary jazz', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']"
Sharry Mann,"['desi pop', 'punjabi pop']"
Def Cut,[]
Death,"['alternative metal', 'death metal', 'dissonant death metal', 'florida death metal', 'metal', 'rock', 'technical death metal']"
Jawad Ahmad,"['classic pakistani pop', 'pakistani pop']"
Sodré,['funk carioca']
